title,year,metascore,runtime_min,director,stars,GENRE_Action,GENRE_Adventure,GENRE_Animation,GENRE_Biography,GENRE_Comedy,GENRE_Crime,GENRE_Documentary,GENRE_Drama,GENRE_Family,GENRE_Fantasy,GENRE_History,GENRE_Horror,GENRE_Music,GENRE_Musical,GENRE_Mystery,GENRE_News,GENRE_Romance,GENRE_Sci-Fi,GENRE_Sport,GENRE_Thriller,GENRE_War,GENRE_Western,MPAA_NC-17,MPAA_NR,MPAA_PG,MPAA_PG-13,MPAA_R,awarded_director,awarded_stars
City by the Sea,2002,50.0,108.0,Michael Caton-Jones,"Eliza Dushku, James Franco, Robert De Niro, Frances McDormand",0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Dirty Pretty Things,2002,78.0,97.0,Stephen Frears,"Sophie Okonedo, Sergi López, Chiwetel Ejiofor, Audrey Tautou",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"Sex, Politics & Cocktails",2002,24.0,90.0,Julien Hernandez,"Paul Lekakis, Dave Emerson, Marisa Petroro, Julien Hernandez",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Frida,2002,61.0,123.0,Julie Taymor,"Salma Hayek, Mía Maestro, Alfred Molina, Geoffrey Rush",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Lilya 4-Ever,2002,82.0,109.0,Lukas Moodysson,"Oksana Akinshina, Artyom Bogucharskiy, Pavel Ponomaryov, Lyubov Agapova",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
So Close,2002,66.0,111.0,Corey Yuen,"Seung-heon Song, Karen Mok, Qi Shu, Wei Zhao",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Close Your Eyes,2002,45.0,108.0,Nick Willing,"Paddy Considine, Shirley Henderson, Goran Visnjic, Miranda Otto",0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Now & Forever,2002,27.0,101.0,Bob Clark,"Mia Kirshner, Gordon Tootoosis, Theresa Russell, Adam Beach",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Gaza Strip,2002,63.0,74.0,James Longley,Mohammed Hejazi,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Halloween: Resurrection,2002,19.0,94.0,Rick Rosenthal,"Brad Loree, Jamie Lee Curtis, Busta Rhymes, Bianca Kajlich",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Spun,2002,41.0,101.0,Jonas Åkerlund,"Patrick Fugit, John Leguizamo, Brittany Murphy, Jason Schwartzman",0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Showboy,2002,37.0,93.0,Lindy Heymann,"Christian Taylor, Joe Daley, Erich Miller, Lindy Heymann",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Dahmer,2002,63.0,101.0,David Jacobson,"Jeremy Renner, Matt Newton, Artel Great, Bruce Davison",0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Just a Kiss,2002,39.0,89.0,Fisher Stevens,"Ron Eldard, Kyra Sedgwick, Marisa Tomei, Marley Shelton",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Cinemania,2002,67.0,83.0,Angela Christlieb,"Jack Angstreich, Bill Heidbreder, Eric Chadbourne, Roberta Hill",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Bubba Ho-Tep,2002,57.0,92.0,Don Coscarelli,"Bob Ivy, Ella Joyce, Ossie Davis, Bruce Campbell",0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Divine Secrets of the Ya-Ya Sisterhood,2002,48.0,116.0,Callie Khouri,"Fionnula Flanagan, Ellen Burstyn, Sandra Bullock, James Garner",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Civil Brand,2002,29.0,95.0,Neema Barnette,"Yasiin Bey, LisaRaye McCoy, Monica Calhoun, ""NBushe Wright""",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Irreversible,2002,51.0,97.0,Gaspar Noé,"Vincent Cassel, Albert Dupontel, Jo Prestia, Monica Bellucci",0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Russian Ark,2002,86.0,99.0,Aleksandr Sokurov,"Mariya Kuznetsova, Sergey Dreyden, Mikhail Piotrovsky, Leonid Mozgovoy",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Spider,2002,83.0,98.0,David Cronenberg,"Lynn Redgrave, Ralph Fiennes, Gabriel Byrne, Miranda Richardson",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Morvern Callar,2002,78.0,97.0,Lynne Ramsay,"Kathleen McDermott, Paul Popplewell, Samantha Morton, Linda McGuire",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Sunshine State,2002,69.0,141.0,John Sayles,"Alan King, Angela Bassett, Edie Falco, Alex Lewis",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Laurel Canyon,2002,61.0,103.0,Lisa Cholodenko,"Kate Beckinsale, Christian Bale, Frances McDormand, Alessandro Nivola",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Cremaster 3,2002,67.0,182.0,Matthew Barney,"Richard Serra, Paul Brady, Matthew Barney, Aimee Mullins",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Standing by Yourself,2002,54.0,65.0,Josh Koury,"Josh Siegfried, Adam Koury",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Three Days of Rain,2002,52.0,98.0,Michael Meredith,"Joey Bilow, Alimi Ballard, Penelope Allen, Erick Avari",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Ash Wednesday,2002,40.0,99.0,Edward Burns,"James Michael Cummings, Elijah Wood, Vincent Rubino, Brian Burns",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Roger Dodger,2002,75.0,106.0,Dylan Kidd,"Elizabeth Berkley, Jesse Eisenberg, Campbell Scott, Isabella Rossellini",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Deuces Wild,2002,16.0,96.0,Scott Kalvert,"Norman Reedus, Brad Renfro, Fairuza Balk, Stephen Dorff",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Space Station 3D,2002,69.0,47.0,Toni Myers,"Robert D. Cabana, Michael J. Bloomfield, James Arnold, Tom Cruise",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Echoes,2002,46.0,72.0,Atsushi Funahashi,"Joe Marino, Eden Rountree, Bobby Sobel, Paolo Pagliacolo",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Home Room,2002,43.0,133.0,Paul F. Ryan,"Busy Philipps, Victor Garber, Erika Christensen, Raphael Sbarge",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Group,2002,53.0,106.0,Anne de Marcken,"Carrie Brownstein, S. Ann Hall, Kari Fillipi, Vicki Hollenberg",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Leela,2002,53.0,97.0,Somnath Sen,"Deepti Naval, Amol Mhatre, Vinod Khanna, Dimple Kapadia",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Luster,2002,40.0,92.0,Everett Lewis,"Justin Herwick, B. Wyatt, Pamela Gidley, Shane Powers",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Resident Evil,2002,33.0,100.0,Paul W.S. Anderson,"Ryan McCluskey, Oscar Pearce, Milla Jovovich, Michelle Rodriguez",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Martin & Orloff,2002,48.0,87.0,Lawrence Blume,"Matt Walsh, H. Jon Benjamin, Amy Poehler, Ian Roberts",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Garmento,2002,33.0,90.0,Michele Maher,"Danny Darrow, Cassidy Ladden, Sara Macgovern, Heather Magee",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Gigantic (A Tale of Two Johns),2002,64.0,102.0,AJ Schnack,"John Flansburgh, Gina Arnold, John Linnell, Michael Azerrad",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Zig Zag,2002,58.0,101.0,David S. Goyer,"Oliver Platt, John Leguizamo, Natasha Lyonne, Wesley Snipes",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Backyard,2002,61.0,80.0,Paul Hough,"Chaos, The Lizard, Paul Hough, Scar",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Time Machine,2002,42.0,96.0,Simon Wells,"Guy Pearce, Mark Addy, Yancey Arias, Phyllida Law",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
The Gatekeeper,2002,48.0,103.0,John Carlos Frey,"Anne Betancourt, John Carlos Frey, Michelle Agnew, Joel Brooks",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Made-Up,2002,52.0,96.0,Tony Shalhoub,"Kalen Conover, Eva Amurri Martino, Lynne Adams, Brooke Adams",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Ciao America,2002,39.0,100.0,Frank Ciota,"Nathaniel Marston, Violante Placido, Eddie Malavarca, Maurizio Nichetti",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
My Big Fat Greek Wedding,2002,62.0,95.0,Joel Zwick,"John Corbett, Christina Eleusiniotis, Michael Constantine, Nia Vardalos",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Venus Boyz,2002,46.0,102.0,Gabriel Baur,"Queen Bee Luscious, Dréd Gerestant, Del La Grace Volcano, Diane Torr",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Dummy,2002,48.0,91.0,Greg Pritikin,"Vera Farmiga, Milla Jovovich, Adrien Brody, Illeana Douglas",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Lost in La Mancha,2002,74.0,89.0,Keith Fulton,"Terry Gilliam, Jeff Bridges, Tony Grisoni, Johnny Depp",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Crossroads,2002,27.0,93.0,Tamra Davis,"Britney Spears, Anson Mount, Taryn Manning, Zoe Saldana",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Rabbit-Proof Fence,2002,80.0,94.0,Phillip Noyce,"Kenneth Branagh, Tianna Sansbury, Everlyn Sampi, Laura Monaghan",0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Teknolust,2002,43.0,85.0,Lynn Hershman-Leeson,"""John OKeefe"", James Urbaniak, Tilda Swinton, Jeremy Davies",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Empire,2002,38.0,90.0,Franc. Reyes,"Vincent Laresca, John Leguizamo, Peter Sarsgaard, Denise Richards",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"Slap Her, She's French!",2002,44.0,88.0,Melanie Mayron,"Michael McKean, Piper Perabo, Trent Ford, Jane McGregor",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Decasia,2002,67.0,70.0,Bill Morrison,"Tsuru Aoki, William S. Hart, Julia Calhoun, Margaret Cullington",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Yves Saint Laurent: 5 avenue Marceau 75116 Paris,2002,63.0,85.0,David Teboul,"Laetitia Casta, Loulou De La Falaise, Catherine Deneuve, Pierre Bergé",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Dangerous Lives of Altar Boys,2002,69.0,104.0,Peter Care,"Emile Hirsch, ""Vincent DOnofrio"", Kieran Culkin, Jena Malone",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Coastlines,2002,56.0,110.0,Victor Nunez,"Josh Brolin, Timothy Olyphant, Scott Wilson, Sarah Wynter",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
The Business of Fancydancing,2002,49.0,103.0,Sherman Alexie,"Gene Tagaban, Evan Adams, Michelle St. John, Swil Kanim",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Cherish,2002,51.0,99.0,Finn Taylor,"Brad Hunt, Liz Phair, Robin Tunney, Tim Blake Nelson",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Love Liza,2002,58.0,90.0,Todd Louiso,"Kathy Bates, Philip Seymour Hoffman, Annie Morgan, J.D. Walsh",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Pumpkin,2002,46.0,113.0,Anthony Abrams,"Hank Harris, Dominique Swain, Christina Ricci, Brenda Blethyn",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
May,2002,58.0,93.0,Lucky McKee,"Angela Bettis, Jeremy Sisto, Anna Faris, James Duval",0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Gerry,2002,54.0,103.0,Gus Van Sant,"Casey Affleck, Matt Damon",0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Better Luck Tomorrow,2002,67.0,101.0,Justin Lin,"Parry Shen, Jason Tobin, Sung Kang, Shirley Anderson",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
The Good Girl,2002,71.0,93.0,Miguel Arteta,"Mike White, Jennifer Aniston, Deborah Rush, Jake Gyllenhaal",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Biggie and Tupac,2002,63.0,108.0,Nick Broomfield,"Russell Poole, The Notorious B.I.G., Nick Broomfield, Tupac Shakur",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Blue Car,2002,76.0,96.0,Karen Moncrieff,"Agnes Bruckner, Frances Fisher, David Strathairn, Margaret Colin",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Secretary,2002,63.0,107.0,Steven Shainberg,"Maggie Gyllenhaal, Lesley Ann Warren, Jeremy Davies, James Spader",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Tadpole,2002,71.0,78.0,Gary Winick,"Sigourney Weaver, Kate Mara, Aaron Stanford, Robert Iler",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
The Slaughter Rule,2002,65.0,112.0,Alex Smith,"Ryan Gosling, Clea DuVall, David Morse, David Cale",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
XX/XY,2002,52.0,91.0,Austin Chick,"Maya Stange, Mark Ruffalo, ""Kel ONeill"", Kathleen Robertson",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
The Dancer Upstairs,2002,64.0,132.0,John Malkovich,"Juan Diego Botto, Elvira Mínguez, Laura Morante, Javier Bardem",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Suspended Animation,2001,43.0,114.0,John D. Hancock,"Alex McArthur, Laura Esterman, Sage Allen, Rebecca Harrell Tickell",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Iris,2001,76.0,91.0,Richard Eyre,"Kate Winslet, Jim Broadbent, Hugh Bonneville, Judi Dench",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
The Other Side of Heaven,2001,38.0,113.0,Mitch Davis,"Joe Folau, Nathaniel Lees, Anne Hathaway, Christopher Gorham",0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Formula 51,2001,23.0,93.0,Ronny Yu,"Samuel L. Jackson, Nigel Whitmey, Robert Carlyle, Emily Mortimer",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Night at the Golden Eagle,2001,32.0,87.0,Adam Rifkin,"James Caan, Donnie Montemarano, Natasha Lyonne, Vinny Argiro",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Frailty,2001,64.0,100.0,Bill Paxton,"Matthew McConaughey, Bill Paxton, Powers Boothe, ""Matt OLeary""",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Monster's Ball,2001,69.0,111.0,Marc Forster,"Taylor Simpson, Gabrielle Witcher, Halle Berry, Billy Bob Thornton",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Festival in Cannes,2001,46.0,100.0,Henry Jaglom,"Greta Scacchi, Anouk Aimée, Rachel Bailit, Maximilian Schell",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Smokers Only,2001,35.0,91.0,Verónica Chen,"Leonardo Brzezicki, Adrián Fondari, Cecilia Bengolea, Pablo Razuk",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
The Painting,2001,32.0,97.0,Peter Manoogian,"Clifton Davis, Heath Freeman, Stacey Dash, Charles Shaughnessy",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Impostor,2001,33.0,95.0,Gary Fleder,"Shane Brolly, Gary Sinise, ""Vincent DOnofrio"", Madeleine Stowe",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Blackwoods,2001,30.0,92.0,Uwe Boll,"Patrick Muldoon, Michael Paré, Will Sanderson, Keegan Connor Tracy",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
K-PAX,2001,49.0,120.0,Iain Softley,"Kevin Spacey, Mary McCormack, Jeff Bridges, Alfre Woodard",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Ordinary Sinner,2001,35.0,91.0,John Henry Davis,"Kris Park, Brendan Hines, Elizabeth Banks, A Martinez",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Riding in Cars with Boys,2001,43.0,132.0,Penny Marshall,"Brittany Murphy, Drew Barrymore, Steve Zahn, Adam Garcia",0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
White Hotel,2001,28.0,90.0,Dianne Griffin,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
All the Queen's Men,2001,19.0,99.0,Stefan Ruzowitzky,"Udo Kier, James Cosmo, Matt LeBlanc, Eddie Izzard",1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Royal Tenenbaums,2001,76.0,110.0,Wes Anderson,"Ben Stiller, Gene Hackman, Gwyneth Paltrow, Anjelica Huston",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Extremedays,2001,17.0,93.0,Eric Hannah,"Dante Basco, Ryan Browning, Derek Hamilton, A.J. Buckley",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Koroshiya 1,2001,55.0,129.0,Takashi Miike,"Nao Ohmori, Paulyn Sun, ""Shinya Tsukamoto"", Tadanobu Asano",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Snipes,2001,32.0,113.0,Rich Murray,"Dean Winters, Nelly, Sam Jones III, Zoe Saldana",1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Man from Elysian Fields,2001,57.0,106.0,George Hickenlooper,"Mick Jagger, Olivia Williams, Andy Garcia, Julianna Margulies",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Who Is Cletis Tout?,2001,36.0,92.0,Chris Ver Wiel,"Portia de Rossi, Richard Dreyfuss, Christian Slater, Tim Allen",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Heist,2001,66.0,109.0,David Mamet,"Rebecca Pidgeon, Gene Hackman, Danny DeVito, Delroy Lindo",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Focus,2001,53.0,106.0,Neal Slavin,"William H. Macy, Meat Loaf, Laura Dern, David Paymer",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Buffalo Soldiers,2001,56.0,98.0,Gregor Jordan,"Anna Paquin, Ed Harris, Joaquin Phoenix, Scott Glenn",0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Novocaine,2001,45.0,95.0,David Atkins,"Steve Martin, Helena Bonham Carter, Laura Dern, Chelcie Ross",0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Knockaround Guys,2001,30.0,92.0,Brian Koppelman,"Dennis Hopper, Jennifer Baxter, Barry Pepper, Vin Diesel",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Megiddo,2001,35.0,104.0,Brian Trenchard-Smith,"Joseph Makkar, Michael Biehn, Michael York, Guy Siner",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Safety of Objects,2001,58.0,121.0,Rose Troche,"Glenn Close, Mary Kay Place, Patricia Clarkson, Dermot Mulroney",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Soul Survivors,2001,20.0,84.0,Stephen Carpenter,"Casey Affleck, Wes Bentley, Melissa Sagemiller, Eliza Dushku",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Birthday Girl,2001,51.0,93.0,Jez Butterworth,"Vincent Cassel, Mathieu Kassovitz, Nicole Kidman, Ben Chaplin",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
World Traveler,2001,39.0,103.0,Bart Freundlich,"Nicolas Suresky, Billy Crudup, Francie Swift, Julianne Moore",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Dog Days,2001,66.0,121.0,Ulrich Seidl,"Maria Hofstätter, Viktor Hennemann, Christine Jirku, Georg Friedrich",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Thirteen Conversations About One Thing,2001,74.0,104.0,Jill Sprecher,"John Turturro, Matthew McConaughey, David Connolly, Alan Arkin",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Me Without You,2001,67.0,107.0,Sandra Goldbacher,"Ella Jones, Anna Friel, Michelle Williams, Anna Popplewell",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Training Day,2001,69.0,122.0,Antoine Fuqua,"Scott Glenn, Denzel Washington, Tom Berenger, Ethan Hawke",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Monsoon Wedding,2001,77.0,114.0,Mira Nair,"Lillete Dubey, Naseeruddin Shah, Vijay Raaz, Shefali Shah",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Piñero,2001,40.0,103.0,Leon Ichaso,"Benjamin Bratt, Nelson Vasquez, Giancarlo Esposito, Talisa Soto",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
